reportid,age,race,type,charge,year,sex
2859157,36,Black,Misdemeanor,Possession,2011,Male
2859191,27,Black,Felony,Possession w/ intent to sell,2011,Male
2860495,36,White,Felony,Distribution/Selling/Transporting,2011,Male
2860982,44,Black,Felony,Possession w/ intent to sell,2011,Male
2861013,31,Black,Felony,Possession w/ intent to sell,2011,Female
2861669,44,Black,Felony,Distribution/Selling/Transporting,2011,Male
2861780,43,Black,Felony,Possession w/ intent to sell,2011,Female
2861788,28,Black,Felony,Distribution/Selling/Transporting,2011,Male
2861811,30,White,Felony,Possession w/ intent to sell,2011,Male
2861819,30,White,Felony,Possession w/ intent to sell,2011,Male
2862052,41,White,Felony,Possession w/ intent to sell,2011,Male
2862056,42,White,Felony,Possession w/ intent to sell,2011,Female
2862222,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2863018,29,Black,Felony,Distribution/Selling/Transporting,2011,Female
2863047,55,Black,Felony,Distribution/Selling/Transporting,2011,Male
2863221,46,Black,Felony,Possession w/ intent to sell,2011,Male
2863353,21,Black,Misdemeanor,Possession,2011,Male
2863613,31,Black,Felony,Possession w/ intent to sell,2011,Male
2864352,33,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2864354,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2864355,33,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2864714,27,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2865188,37,Black,Felony,Distribution/Selling/Transporting,2011,Male
2865522,50,Black,Felony,Possession w/ intent to sell,2011,Male
2865537,50,Black,Felony,Possession w/ intent to sell,2011,Male
2865541,21,Other,Felony,Possession w/ intent to sell,2011,Male
2865754,21,Hispanic/Latino,Felony,Possession,2011,Male
2865811,20,Black,Felony,Possession w/ intent to sell,2011,Male
2866126,40,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2866316,26,Hispanic/Latino,Felony,Possession,2011,Male
2866327,59,White,Felony,Possession w/ intent to sell,2011,Female
2866328,31,Black,Felony,Possession w/ intent to sell,2011,Female
2866938,23,Black,Felony,Possession w/ intent to sell,2011,Male
2866949,23,Black,Felony,Possession w/ intent to sell,2011,Male
2867246,33,Black,Felony,Possession w/ intent to sell,2011,Male
2867258,21,Black,Felony,Possession w/ intent to sell,2011,Male
2868095,32,Black,Felony,Possession w/ intent to sell,2011,Male
2868118,33,White,Felony,Distribution/Selling/Transporting,2011,Male
2868903,18,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2869034,20,White,Felony,Distribution/Selling/Transporting,2011,Male
2869364,27,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2869381,54,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Female
2869480,27,Black,Felony,Possession w/ intent to sell,2011,Male
2869495,18,Black,Felony,Possession w/ intent to sell,2011,Male
2869500,21,Black,Felony,Possession w/ intent to sell,2011,Male
2869864,29,White,Felony,Possession,2011,Male
2870223,22,White,Felony,Possession,2011,Male
2870316,23,Black,Felony,Possession w/ intent to sell,2011,Male
2870534,36,White,Felony,Possession,2011,Male
2870722,21,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2871372,31,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2871504,25,Black,Misdemeanor,Possession,2011,Male
2871715,37,Black,Felony,Possession w/ intent to sell,2011,Male
2871809,22,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2872306,23,White,Felony,Possession,2011,Male
2872691,46,Black,Felony,Possession w/ intent to sell,2011,Male
2873260,29,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2873378,38,White,Felony,Possession,2011,Male
2873453,27,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2873545,44,Black,Felony,Distribution/Selling/Transporting,2011,Male
2874162,46,White,Felony,Possession w/ intent to sell,2011,Male
2874163,26,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2874528,33,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2874724,19,White,Felony,Cultivating,2011,Male
2875276,24,White,Felony,Possession w/ intent to sell,2011,Male
2875377,30,Black,Felony,Possession w/ intent to sell,2011,Male
2875418,24,Black,Felony,Distribution/Selling/Transporting,2011,Male
2875529,49,White,Felony,Possession,2011,Male
2875644,18,Black,Felony,Possession w/ intent to sell,2011,Male
2875972,21,Black,Felony,Possession w/ intent to sell,2011,Female
2876167,54,Black,Felony,Distribution/Selling/Transporting,2011,Male
2876190,22,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2876391,47,Black,Felony,Distribution/Selling/Transporting,2011,Male
2876404,25,Black,Felony,Possession w/ intent to sell,2011,Male
2876520,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2876524,40,White,Felony,Possession,2011,Male
2876525,25,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2876530,50,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2876548,45,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2876563,31,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2877529,43,White,Felony,Possession,2011,Female
2877868,30,White,Felony,Cultivating,2011,Male
2878032,26,Black,Misdemeanor,Possession,2011,Male
2878511,25,White,Felony,Cultivating,2011,Male
2878549,21,Hispanic/Latino,Felony,Possession,2011,Male
2878916,28,Black,Misdemeanor,Possession,2011,Male
2878939,20,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2878958,26,Black,Felony,Possession w/ intent to sell,2011,Male
2878967,25,Black,Misdemeanor,Possession,2011,Male
2879004,25,Black,Felony,Possession w/ intent to sell,2011,Male
2879070,28,Hispanic/Latino,Felony,Possession,2011,Male
2879141,38,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2879190,33,Black,Felony,Possession w/ intent to sell,2011,Male
2879324,26,Black,Felony,Possession w/ intent to sell,2011,Male
2879659,30,White,Felony,Possession w/ intent to sell,2011,Male
2879979,21,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2880010,27,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2880036,18,Hispanic/Latino,Felony,Possession,2011,Male
2880742,27,White,Felony,Cultivating,2011,Male
2880841,42,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2880862,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2881253,23,Black,Felony,Distribution/Selling/Transporting,2011,Female
2882641,34,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2884088,24,Black,Felony,Possession w/ intent to sell,2011,Male
2884125,30,White,Felony,Distribution/Selling/Transporting,2011,Male
2885346,24,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2885474,59,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2885850,38,Black,Felony,Distribution/Selling/Transporting,2011,Male
2886109,41,Black,Felony,Distribution/Selling/Transporting,2011,Male
2886129,49,White,Felony,Possession,2011,Male
2886264,21,Black,Felony,Cultivating,2011,Male
2887360,29,Black,Felony,Possession w/ intent to sell,2011,Male
2887377,44,Hispanic/Latino,Felony,Possession,2011,Male
2887554,27,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2887563,22,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2887585,39,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2888596,24,Black,Felony,Possession w/ intent to sell,2011,Female
2888934,33,Black,Felony,Distribution/Selling/Transporting,2011,Male
2889199,28,White,Felony,Possession w/ intent to sell,2011,Male
2889534,21,Hispanic/Latino,Felony,Possession,2011,Male
2889704,22,Black,Felony,Possession w/ intent to sell,2011,Male
2890244,48,Black,Felony,Possession,2011,Male
2890248,23,Hispanic/Latino,Felony,Possession,2011,Male
2890331,52,White,Felony,Distribution/Selling/Transporting,2011,Male
2890544,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2891335,37,Black,Felony,Possession w/ intent to sell,2011,Male
2891437,18,Black,Felony,Possession w/ intent to sell,2011,Male
2892298,49,Black,Felony,Distribution/Selling/Transporting,2011,Male
2892662,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2892761,41,Black,Felony,Distribution/Selling/Transporting,2011,Male
2892813,43,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2892868,26,Black,Felony,Possession w/ intent to sell,2011,Male
2892919,28,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2892936,19,Hispanic/Latino,Felony,Possession,2011,Male
2893419,27,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2893496,25,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2893728,54,Black,Felony,Possession w/ intent to sell,2011,Male
2893849,49,White,Misdemeanor,Possession,2011,Male
2893875,20,Hispanic/Latino,Felony,Cultivating,2011,Male
2893967,58,White,Felony,Possession w/ intent to sell,2011,Female
191407699,42,Other,Infraction,Public consumption,2019,Male
2894034,34,Black,Felony,Distribution/Selling/Transporting,2011,Male
2894205,21,Hispanic/Latino,Felony,Possession,2011,Male
2894221,56,Black,Felony,Distribution/Selling/Transporting,2011,Male
2894640,42,Black,Felony,Distribution/Selling/Transporting,2011,Male
2895318,53,Black,Felony,Possession w/ intent to sell,2011,Male
2895333,40,Black,Felony,Possession w/ intent to sell,2011,Male
2895337,47,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2895375,24,Black,Felony,Possession w/ intent to sell,2011,Male
2895446,35,Black,Felony,Possession w/ intent to sell,2011,Male
2895632,44,Black,Felony,Possession w/ intent to sell,2011,Male
2895735,34,Black,Felony,Possession w/ intent to sell,2011,Male
2895774,18,Black,Felony,Possession w/ intent to sell,2011,Male
2896142,58,White,Misdemeanor,Possession,2011,Male
2896247,23,Black,Misdemeanor,Possession,2011,Female
2898262,22,Black,Felony,Possession,2011,Male
2899005,30,Black,Felony,Possession w/ intent to sell,2011,Male
2899254,52,White,Felony,Possession w/ intent to sell,2011,Male
2899285,20,Black,Felony,Possession w/ intent to sell,2011,Male
2899397,49,Black,Felony,Possession w/ intent to sell,2011,Male
2899432,23,White,Felony,Distribution/Selling/Transporting,2011,Male
2899436,39,Black,Felony,Possession w/ intent to sell,2011,Male
2899479,21,White,Felony,Distribution/Selling/Transporting,2011,Male
2899515,21,White,Felony,Distribution/Selling/Transporting,2011,Male
2899544,25,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2899586,43,Other,Felony,Cultivating,2011,Male
2899615,25,Black,Felony,Possession w/ intent to sell,2011,Male
2899657,47,Black,Felony,Possession w/ intent to sell,2011,Male
2900465,31,Black,Felony,Possession w/ intent to sell,2011,Male
2900504,30,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2900587,24,Black,Felony,Cultivating,2011,Male
2900620,25,Black,Misdemeanor,Possession,2011,Female
2901310,49,Black,Felony,Possession w/ intent to sell,2011,Male
100217201,19,Hispanic/Latino,Misdemeanor,Possession,2010,Female
191412056,62,White,Infraction,Public consumption,2019,Male
2901696,43,Black,Felony,Distribution/Selling/Transporting,2011,Male
2901714,27,White,Felony,Possession,2011,Male
2901765,50,White,Felony,Distribution/Selling/Transporting,2011,Male
2901922,64,Black,Felony,Distribution/Selling/Transporting,2011,Male
2901943,25,Black,Felony,Distribution/Selling/Transporting,2011,Male
2901953,25,Black,Felony,Distribution/Selling/Transporting,2011,Male
2902617,60,Other,Felony,Distribution/Selling/Transporting,2011,Male
2903023,20,Black,Felony,Distribution/Selling/Transporting,2011,Male
2903102,28,Black,Felony,Possession w/ intent to sell,2011,Male
2903192,19,Black,Felony,Distribution/Selling/Transporting,2011,Male
2903364,22,Hispanic/Latino,Felony,Possession,2011,Male
2903864,25,Black,Felony,Possession w/ intent to sell,2011,Male
2904312,40,White,Felony,Possession,2011,Male
2904376,19,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2904892,43,Black,Felony,Possession w/ intent to sell,2011,Male
2905100,25,Black,Felony,Distribution/Selling/Transporting,2011,Female
2906151,22,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2906245,41,Black,Felony,Possession w/ intent to sell,2011,Male
2906740,30,Hispanic/Latino,Felony,Cultivating,2011,Male
2906834,45,White,Felony,Distribution/Selling/Transporting,2011,Male
2907451,34,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2908112,41,Hispanic/Latino,Felony,Possession,2011,Male
191415633,32,Black,Infraction,Public consumption,2019,Male
191415918,54,Black,Infraction,Public consumption,2019,Male
2908455,24,Black,Felony,Distribution/Selling/Transporting,2011,Male
2908470,40,Black,Felony,Distribution/Selling/Transporting,2011,Male
2908485,25,Black,Felony,Distribution/Selling/Transporting,2011,Male
2908508,31,Black,Felony,Possession w/ intent to sell,2011,Male
191415919,39,White,Infraction,Public consumption,2019,Male
2908990,23,Black,Felony,Distribution/Selling/Transporting,2011,Male
2909342,34,White,Misdemeanor,Possession,2011,Male
2909672,19,Black,Felony,Possession w/ intent to sell,2011,Male
2909734,43,Black,Felony,Distribution/Selling/Transporting,2011,Male
2909766,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2909782,49,White,Felony,Distribution/Selling/Transporting,2011,Male
2909783,31,Black,Felony,Distribution/Selling/Transporting,2011,Male
2909796,21,Black,Felony,Possession w/ intent to sell,2011,Male
2909947,18,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2909981,23,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2910018,20,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2910122,20,White,Felony,Possession,2011,Male
191417908,35,Hispanic/Latino,Infraction,Public consumption,2019,Male
2911022,43,Black,Felony,Possession w/ intent to sell,2011,Male
2911033,52,Black,Felony,Distribution/Selling/Transporting,2011,Male
2911067,19,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2911204,18,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2911616,27,White,Felony,Possession w/ intent to sell,2011,Male
2911676,26,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2911736,27,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Female
2912061,35,Other,Infraction,Possession,2011,Male
2912231,19,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2912282,25,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2912336,24,Black,Misdemeanor,Possession,2011,Male
2912748,51,White,Misdemeanor,Possession,2011,Male
2913057,33,Hispanic/Latino,Misdemeanor,Distribution/Selling/Transporting,2011,Male
2913162,37,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Female
2913186,29,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2913323,19,Hispanic/Latino,Felony,Possession,2011,Male
2915010,22,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2915080,21,Hispanic/Latino,Felony,Possession,2011,Male
2915148,32,Black,Felony,Possession w/ intent to sell,2011,Male
2915344,40,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2916086,28,Black,Felony,Possession,2011,Male
2916293,29,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2916412,42,White,Felony,Distribution/Selling/Transporting,2011,Male
2916631,43,Black,Felony,Possession w/ intent to sell,2011,Male
2916745,35,White,Felony,Possession,2011,Male
2919145,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2919193,52,Black,Felony,Distribution/Selling/Transporting,2011,Male
2919272,27,Other,Felony,Possession w/ intent to sell,2011,Male
2919300,23,Other,Felony,Possession w/ intent to sell,2011,Male
2919667,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2919729,43,Black,Felony,Possession w/ intent to sell,2011,Male
2919767,40,Hispanic/Latino,Felony,Possession,2011,Male
2919802,31,Other,Misdemeanor,Possession,2011,Male
2920308,36,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2920603,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Female
2920955,22,Black,Felony,Possession w/ intent to sell,2011,Male
2921171,24,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2921382,26,White,Felony,Possession w/ intent to sell,2011,Male
2921803,21,Other,Felony,Possession w/ intent to sell,2011,Male
2921943,44,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2922729,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2923696,29,Black,Felony,Possession w/ intent to sell,2011,Male
2923844,24,White,Felony,Distribution/Selling/Transporting,2011,Male
2923859,46,Black,Felony,Distribution/Selling/Transporting,2011,Male
2923916,34,Black,Felony,Distribution/Selling/Transporting,2011,Male
2924656,19,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2924685,19,Other,Felony,Distribution/Selling/Transporting,2011,Female
2924715,40,Black,Felony,Distribution/Selling/Transporting,2011,Male
2924742,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2925394,26,Black,Felony,Possession,2011,Male
2925421,41,Black,Misdemeanor,Possession,2011,Male
2925475,24,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2925493,46,White,Misdemeanor,Possession,2011,Male
2925848,37,Other,Felony,Distribution/Selling/Transporting,2011,Male
2925857,22,Hispanic/Latino,Felony,Possession,2011,Male
2925973,21,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2925994,42,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2926065,20,Black,Misdemeanor,Possession,2011,Male
2926217,24,Black,Felony,Possession w/ intent to sell,2011,Male
2927216,20,Black,Felony,Distribution/Selling/Transporting,2011,Female
2927767,21,White,Felony,Possession,2011,Male
2928330,35,Black,Felony,Distribution/Selling/Transporting,2011,Male
2928447,22,White,Felony,Distribution/Selling/Transporting,2011,Male
2928531,33,White,Felony,Possession,2011,Male
2928543,22,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2928553,19,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2928675,34,Black,Felony,Possession w/ intent to sell,2011,Male
2929221,50,Black,Felony,Possession w/ intent to sell,2011,Male
190619657,43,Black,Infraction,Public consumption,2019,Male
2930332,19,White,Felony,Distribution/Selling/Transporting,2011,Male
2930363,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2930421,18,White,Felony,Distribution/Selling/Transporting,2011,Male
2930629,34,Other,Felony,Possession w/ intent to sell,2011,Male
2930714,62,Hispanic/Latino,Felony,Cultivating,2011,Male
2932577,22,Black,Felony,Distribution/Selling/Transporting,2011,Female
2932590,28,Black,Felony,Distribution/Selling/Transporting,2011,Male
2933227,19,Black,Felony,Cultivating,2011,Male
2933289,35,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2933468,30,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2933524,45,Black,Felony,Distribution/Selling/Transporting,2011,Male
2933604,26,White,Felony,Possession w/ intent to sell,2011,Male
2933701,23,Black,Felony,Possession w/ intent to sell,2011,Male
100217710,34,Hispanic/Latino,Misdemeanor,Possession,2010,Female
2933743,31,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2933765,49,White,Felony,Possession w/ intent to sell,2011,Male
2933769,29,Black,Felony,Distribution/Selling/Transporting,2011,Female
100217712,24,Black,Misdemeanor,Possession,2010,Male
2934684,21,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2934787,19,Black,Felony,Distribution/Selling/Transporting,2011,Male
2934909,18,Black,Felony,Possession w/ intent to sell,2011,Male
2934965,54,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2934976,21,Hispanic/Latino,Felony,Cultivating,2011,Female
2934982,29,Other,Felony,Cultivating,2011,Male
2934989,23,White,Felony,Cultivating,2011,Male
2934990,23,Hispanic/Latino,Felony,Cultivating,2011,Female
2935008,21,Hispanic/Latino,Felony,Cultivating,2011,Female
2935037,44,Black,Felony,Possession w/ intent to sell,2011,Male
2935202,19,White,Felony,Possession w/ intent to sell,2011,Male
2935684,36,Hispanic/Latino,Misdemeanor,Possession,2012,Male
2936518,31,Black,Felony,Possession w/ intent to sell,2011,Male
2936588,31,Black,Felony,Distribution/Selling/Transporting,2011,Male
2936624,22,Black,Felony,Possession w/ intent to sell,2011,Male
2936635,35,Black,Felony,Possession w/ intent to sell,2011,Male
2937698,23,Black,Felony,Possession w/ intent to sell,2011,Male
2938423,71,White,Felony,Cultivating,2011,Male
2939472,27,White,Felony,Possession w/ intent to sell,2011,Male
2939548,30,Black,Felony,Distribution/Selling/Transporting,2011,Male
2940313,30,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2940359,22,Black,Felony,Possession w/ intent to sell,2011,Male
2940381,30,White,Felony,Possession w/ intent to sell,2011,Male
2940420,23,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2940434,21,White,Felony,Possession w/ intent to sell,2011,Female
2940444,52,White,Felony,Possession w/ intent to sell,2011,Male
2940609,24,White,Felony,Distribution/Selling/Transporting,2011,Male
2940693,25,White,Felony,Possession w/ intent to sell,2011,Male
2940808,46,Black,Felony,Possession w/ intent to sell,2011,Male
2940902,30,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2941126,42,White,Felony,Possession w/ intent to sell,2011,Male
2941185,55,White,Felony,Possession w/ intent to sell,2011,Male
2941608,29,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2941711,24,Other,Felony,Possession w/ intent to sell,2011,Male
2942024,21,Hispanic/Latino,Felony,Possession,2011,Male
2942116,32,Black,Felony,Distribution/Selling/Transporting,2011,Male
2942520,33,Black,Felony,Possession w/ intent to sell,2011,Male
2942580,27,Black,Felony,Possession w/ intent to sell,2011,Female
2942615,25,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2942705,48,Black,Felony,Possession w/ intent to sell,2011,Male
2942751,21,Black,Felony,Distribution/Selling/Transporting,2011,Male
2943190,55,Black,Felony,Possession w/ intent to sell,2011,Male
2943364,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Female
2943941,30,White,Felony,Possession w/ intent to sell,2011,Male
2944374,37,Black,Felony,Possession w/ intent to sell,2011,Male
191711404,34,Other,Infraction,Public consumption,2019,Male
2944734,19,Black,Felony,Possession,2011,Male
191711409,33,Other,Infraction,Public consumption,2019,Male
2945112,27,Black,Felony,Distribution/Selling/Transporting,2011,Male
2945219,21,Black,Felony,Possession,2011,Male
2945941,33,Black,Felony,Possession w/ intent to sell,2011,Male
2945956,23,White,Felony,Possession,2011,Male
191711978,19,White,Infraction,Public consumption,2019,Female
2946019,35,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2946068,41,Black,Felony,Possession w/ intent to sell,2011,Male
2946381,26,Black,Felony,Possession w/ intent to sell,2011,Male
2946441,30,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2946465,23,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2946468,28,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2946866,20,White,Felony,Distribution/Selling/Transporting,2011,Male
2946939,55,White,Misdemeanor,Possession,2011,Male
100218172,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
2948121,36,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2948162,54,Black,Felony,Possession w/ intent to sell,2011,Male
2948640,42,Black,Misdemeanor,Possession,2011,Male
2949376,35,White,Felony,Possession w/ intent to sell,2011,Male
2949510,38,Black,Felony,Possession w/ intent to sell,2011,Male
2949642,31,Hispanic/Latino,Felony,Possession,2011,Male
2949674,48,Black,Felony,Possession w/ intent to sell,2011,Male
2949710,47,Black,Felony,Distribution/Selling/Transporting,2011,Male
2949765,37,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2949776,24,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2949867,41,Black,Felony,Distribution/Selling/Transporting,2011,Male
2949915,47,Black,Felony,Possession,2011,Male
2950242,52,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
100218247,58,Other,Misdemeanor,Possession,2010,Male
2950346,53,Black,Felony,Possession w/ intent to sell,2011,Male
2950568,35,White,Felony,Possession w/ intent to sell,2011,Male
2951104,36,Hispanic/Latino,Felony,Possession,2011,Male
2951320,32,Black,Felony,Possession w/ intent to sell,2011,Male
2951968,38,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2952113,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2952151,52,Black,Felony,Possession w/ intent to sell,2011,Male
2952185,53,Black,Misdemeanor,Possession,2011,Male
2952269,45,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2952275,37,Black,Felony,Possession w/ intent to sell,2011,Male
2952305,50,White,Felony,Possession w/ intent to sell,2011,Male
2952374,18,Black,Felony,Possession w/ intent to sell,2011,Male
2952406,26,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2952721,40,Black,Felony,Possession w/ intent to sell,2011,Male
2952936,21,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2953222,50,Black,Felony,Possession w/ intent to sell,2011,Male
2953495,32,Black,Felony,Possession w/ intent to sell,2011,Male
2953541,34,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2953638,25,Other,Felony,Distribution/Selling/Transporting,2011,Male
2953704,23,Asian or Pacific Islander,Felony,Distribution/Selling/Transporting,2011,Female
2955002,25,White,Felony,Possession w/ intent to sell,2011,Male
2955335,26,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2955389,28,Black,Felony,Distribution/Selling/Transporting,2011,Male
2955399,46,Other,Felony,Possession w/ intent to sell,2011,Male
2955419,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2955451,24,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2955916,22,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2956307,37,Hispanic/Latino,Misdemeanor,Possession,2011,Male
2956453,53,Black,Felony,Possession w/ intent to sell,2011,Male
2956526,29,White,Felony,Possession w/ intent to sell,2011,Male
2956878,33,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2959401,18,Other,Felony,Possession,2011,Male
2959880,28,Hispanic/Latino,Felony,Possession,2011,Male
2960150,42,Hispanic/Latino,Felony,Possession,2011,Male
2961053,33,Black,Misdemeanor,Possession,2011,Male
2961066,20,Black,Felony,Possession w/ intent to sell,2011,Male
2961102,23,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2961124,23,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2961948,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2961975,19,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2962191,22,Black,Felony,Possession,2011,Female
2962208,22,Black,Felony,Possession w/ intent to sell,2011,Male
2962646,50,Black,Felony,Possession w/ intent to sell,2011,Male
2963176,51,Other,Felony,Possession w/ intent to sell,2011,Male
2963177,44,Black,Felony,Distribution/Selling/Transporting,2011,Male
2964231,46,White,Felony,Possession w/ intent to sell,2011,Male
2964647,55,Black,Felony,Distribution/Selling/Transporting,2011,Male
2964665,29,Black,Felony,Distribution/Selling/Transporting,2011,Male
2964683,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2964890,20,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2011,Male
2965361,51,Other,Felony,Possession,2011,Male
2965514,20,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2965611,26,Hispanic/Latino,Felony,Possession w/ intent to sell,2011,Male
2966125,37,White,Felony,Possession w/ intent to sell,2011,Male
2966589,49,Black,Felony,Distribution/Selling/Transporting,2011,Male
